wind.dir.9.am,rainfall,pressure.9.am,wind.dir.3.pm,evaporation,date,humidity.9.am,sunshine,wind.speed.9.am,temp.3.pm.c,pressure.3.pm,temp.9.am.c,location,wind.gust.speed,wind.speed.3.pm,humidity.3.pm,wind.gust.dir,min.temp.c,rain.today,max.temp.c,rain.tomorrow
ESE,0.0,1017.9,SW,7.0,2013-01-23,46.0,13.2,9.0,29.5,1014.0,20.5,Adelaide,35.0,9.0,21.0,ESE,15.5,No,30.6,No
NNW,0.0,1011.0,WSW,7.6,2013-01-24,38.0,11.9,6.0,35.5,1006.3,23.9,Adelaide,35.0,17.0,13.0,SW,15.8,No,38.5,No
S,0.0,1014.0,S,10.2,2013-01-25,51.0,12.3,24.0,23.9,1015.6,19.6,Adelaide,48.0,19.0,27.0,WSW,18.1,No,24.8,
S,,1018.3,SW,,2013-01-26,53.0,12.8,13.0,23.1,1015.9,18.9,Adelaide,46.0,26.0,35.0,WSW,13.8,,25.1,
W,,1016.3,SW,,2013-01-27,59.0,13.1,7.0,23.9,1013.7,19.1,Adelaide,39.0,17.0,37.0,W,13.8,,26.2,
SW,,1013.5,SSW,,2013-01-28,58.0,6.4,11.0,18.4,1014.5,20.0,Adelaide,48.0,26.0,61.0,SSE,16.2,,23.1,No
SSW,0.0,1018.2,WSW,26.4,2013-01-29,57.0,9.1,11.0,22.8,1017.1,16.4,Adelaide,41.0,19.0,31.0,WSW,13.0,No,23.2,No
N,0.0,1017.8,W,5.2,2013-01-30,52.0,11.6,11.0,24.5,1015.6,17.6,Adelaide,31.0,19.0,39.0,NW,12.7,No,25.4,Yes
SSW,2.4,1013.5,SW,5.0,2013-01-31,96.0,4.9,13.0,19.9,1014.0,15.5,Adelaide,46.0,24.0,46.0,SW,15.2,Yes,22.4,No
ESE,0.0,1022.1,SE,6.2,2013-03-01,51.0,11.7,20.0,25.9,1018.7,16.1,Adelaide,48.0,19.0,28.0,SSE,13.7,No,26.9,No
E,0.0,1020.4,E,,2013-03-02,48.0,11.5,15.0,29.6,1017.2,19.0,Adelaide,35.0,17.0,21.0,ESE,15.5,No,30.8,No
NE,0.0,1017.2,WSW,,2013-03-03,41.0,12.0,11.0,31.0,1013.5,23.0,Adelaide,33.0,9.0,29.0,NE,16.6,No,32.5,No
NE,0.0,1014.9,NE,20.0,2013-03-04,42.0,10.7,15.0,34.5,1011.9,26.7,Adelaide,37.0,17.0,25.0,ENE,23.0,No,35.0,No
NE,0.0,1013.8,SW,7.2,2013-03-05,39.0,7.7,11.0,32.8,1011.5,29.1,Adelaide,28.0,15.0,30.0,N,22.8,No,34.9,No
NE,0.0,1014.1,WSW,5.6,2013-03-06,48.0,8.8,13.0,30.0,1011.9,27.7,Adelaide,31.0,13.0,47.0,N,23.6,No,34.1,No
N,0.0,1014.3,S,5.4,2013-03-07,53.0,4.3,7.0,35.5,1012.2,27.2,Adelaide,43.0,7.0,29.0,N,24.6,No,36.5,No
N,0.0,1014.5,W,6.0,2013-03-08,45.0,7.0,6.0,35.4,1012.0,28.3,Adelaide,31.0,9.0,25.0,N,25.9,No,36.2,
WNW,,1013.8,NNW,,2013-03-09,52.0,3.7,9.0,31.3,1012.7,26.1,Adelaide,26.0,6.0,38.0,SW,24.8,,33.7,No
NNW,0.4,1015.3,W,,2013-03-10,70.0,11.6,6.0,32.8,1013.8,24.5,Adelaide,24.0,9.0,37.0,WSW,21.6,No,34.5,No
,0.0,1014.1,WNW,,2013-03-11,63.0,11.3,0.0,37.7,1012.1,26.3,Adelaide,30.0,13.0,23.0,NW,22.0,No,38.4,No
NNE,0.0,1011.6,NW,24.0,2013-03-12,25.0,11.3,13.0,37.2,1008.0,31.6,Adelaide,50.0,30.0,18.0,WSW,26.1,No,38.2,No
S,0.0,1014.2,SW,10.2,2013-03-13,52.0,9.4,22.0,22.7,1014.9,19.8,Adelaide,48.0,22.0,38.0,WSW,19.1,No,23.7,No
S,0.0,1018.4,WSW,6.2,2013-03-14,47.0,9.2,13.0,22.6,1017.1,18.7,Adelaide,43.0,20.0,43.0,WSW,17.1,No,24.6,No
NE,0.0,1019.7,WSW,4.6,2013-03-15,68.0,10.7,9.0,24.8,1017.8,18.4,Adelaide,30.0,11.0,40.0,W,13.8,No,25.6,
S,,1019.9,S,,2013-03-16,63.0,9.7,9.0,20.7,1020.5,19.1,Adelaide,46.0,19.0,57.0,SSE,17.4,,23.8,No
ESE,0.2,1027.6,SSE,,2013-03-17,49.0,,17.0,21.4,1025.3,14.6,Adelaide,48.0,22.0,26.0,SE,13.3,No,21.9,No
E,0.0,1025.0,WSW,15.4,2013-03-18,47.0,11.0,15.0,21.7,1022.2,15.2,Adelaide,44.0,15.0,34.0,SE,13.2,No,22.6,No
ENE,0.0,1021.7,NNE,4.6,2013-03-19,44.0,11.0,17.0,26.9,1018.8,19.3,Adelaide,33.0,13.0,19.0,ENE,14.8,No,28.9,No
NE,0.0,1016.2,NNW,6.2,2013-03-20,18.0,8.8,13.0,31.1,1010.9,23.4,Adelaide,52.0,13.0,9.0,N,18.5,No,32.9,No
W,0.2,1007.1,W,6.8,2013-03-21,47.0,4.2,26.0,20.3,1009.1,19.0,Adelaide,63.0,33.0,56.0,WSW,19.0,No,22.1,Yes
SW,1.2,1015.2,NNW,4.6,2013-03-22,64.0,1.7,13.0,19.0,1015.0,16.6,Adelaide,46.0,19.0,59.0,WNW,16.4,Yes,19.8,Yes
NNE,2.0,1018.5,WNW,,2013-03-23,86.0,8.7,7.0,23.6,1016.4,15.3,Adelaide,35.0,22.0,47.0,WNW,14.6,Yes,25.1,No
N,0.0,1016.7,WNW,,2013-03-24,78.0,8.6,9.0,25.0,1016.6,17.5,Adelaide,43.0,20.0,47.0,WNW,15.3,No,26.2,No
N,0.0,1019.2,NW,8.4,2013-03-25,79.0,1.9,6.0,22.7,1017.3,17.1,Adelaide,24.0,11.0,51.0,N,15.7,No,25.0,No
NNE,0.0,1012.4,NNW,2.2,2013-03-26,47.0,10.3,11.0,35.0,1007.7,23.6,Adelaide,48.0,24.0,13.0,NW,15.6,No,35.9,No
WNW,0.0,1007.6,SW,9.0,2013-03-27,45.0,0.2,17.0,21.2,1009.4,26.7,Adelaide,44.0,19.0,76.0,NNW,23.6,No,26.7,Yes
SSW,1.4,1020.6,WSW,2.6,2013-03-28,87.0,8.6,9.0,20.6,1022.2,15.4,Adelaide,44.0,15.0,45.0,W,15.3,Yes,21.6,No
,0.2,1024.6,WSW,,2013-03-29,70.0,1.7,0.0,20.6,1021.6,14.5,Adelaide,24.0,9.0,48.0,WSW,11.1,No,21.6,
,,1018.0,NNW,,2013-03-30,82.0,,0.0,19.9,1015.5,15.2,Adelaide,31.0,15.0,54.0,W,13.9,,20.5,Yes
NNE,14.0,1017.9,SW,,2013-03-31,89.0,6.0,6.0,19.6,1018.1,15.2,Adelaide,31.0,17.0,70.0,W,13.0,Yes,21.0,Yes
S,2.0,1021.6,WSW,,2013-04-01,75.0,1.3,6.0,19.9,1020.6,16.5,Adelaide,35.0,15.0,56.0,W,15.2,Yes,21.7,No
S,0.4,1022.1,SW,10.8,2013-04-02,77.0,2.7,7.0,20.8,1021.2,17.1,Adelaide,31.0,15.0,66.0,W,15.8,No,22.1,No
E,0.6,1026.8,ENE,2.4,2013-04-03,61.0,10.0,9.0,20.8,1024.4,15.1,Adelaide,39.0,19.0,33.0,SE,14.4,No,22.0,No
ENE,0.0,1027.3,WSW,4.8,2013-04-04,51.0,11.0,19.0,22.1,1025.4,14.7,Adelaide,39.0,11.0,37.0,ESE,13.3,No,23.1,No
,0.0,1026.0,WSW,3.6,2013-04-05,68.0,10.9,0.0,25.8,1022.6,14.3,Adelaide,24.0,13.0,26.0,SW,10.3,No,26.9,No
ENE,0.0,1021.8,WSW,,2013-04-06,56.0,10.9,7.0,29.0,1018.3,15.5,Adelaide,28.0,17.0,20.0,SW,11.2,No,30.3,No
,0.0,1021.8,SSE,,2013-04-07,34.0,9.8,0.0,27.3,1019.8,22.3,Adelaide,30.0,19.0,29.0,SE,14.1,No,29.4,No
SE,0.0,1025.4,S,14.0,2013-04-08,53.0,10.2,13.0,26.5,1022.6,19.1,Adelaide,28.0,15.0,31.0,ESE,12.8,No,27.0,No
NW,0.0,1025.7,WSW,3.2,2013-04-09,60.0,10.7,4.0,25.8,1022.0,20.0,Adelaide,30.0,13.0,43.0,W,12.0,No,26.7,No
,0.0,1023.3,SW,4.0,2013-04-10,41.0,10.8,0.0,26.3,1020.5,20.2,Adelaide,24.0,17.0,26.0,W,10.6,No,27.6,No
ESE,0.0,1023.3,SW,4.2,2013-04-11,32.0,10.4,11.0,30.1,1020.5,24.2,Adelaide,35.0,7.0,16.0,SE,14.4,No,30.2,No
NNE,0.0,1020.7,WNW,5.0,2013-04-12,28.0,8.0,11.0,31.2,1016.8,25.6,Adelaide,30.0,9.0,15.0,NE,19.0,No,32.1,No
NE,0.0,1014.8,NW,,2013-04-13,35.0,2.2,9.0,26.3,1011.8,23.6,Adelaide,31.0,9.0,26.0,NNE,19.8,No,27.8,No
WNW,0.0,1013.1,WSW,,2013-04-14,67.0,8.4,7.0,22.5,1011.5,20.1,Adelaide,35.0,17.0,45.0,WSW,15.2,No,23.3,No
SSE,0.0,1015.5,SSE,11.0,2013-04-15,64.0,6.2,11.0,19.7,1014.1,18.0,Adelaide,35.0,13.0,50.0,W,15.3,No,23.1,No
E,0.0,1019.2,WSW,3.4,2013-04-16,44.0,8.4,13.0,20.3,1016.3,17.5,Adelaide,35.0,17.0,41.0,WSW,10.6,No,21.8,No
ESE,0.0,1018.7,WSW,3.0,2013-04-17,43.0,10.6,2.0,22.0,1016.2,17.7,Adelaide,35.0,22.0,39.0,ESE,11.1,No,22.6,No
ENE,0.0,1022.0,ESE,3.4,2013-04-18,61.0,7.9,11.0,22.0,1020.7,17.3,Adelaide,33.0,11.0,38.0,SSE,13.3,No,22.3,No
ENE,0.0,1026.7,ESE,4.0,2013-04-19,45.0,8.5,20.0,19.8,1022.7,13.5,Adelaide,46.0,13.0,20.0,E,11.6,No,20.4,
NE,,1021.3,ENE,,2013-04-20,38.0,9.7,17.0,20.4,1015.9,14.4,Adelaide,33.0,9.0,22.0,NNE,9.1,,21.8,Yes
N,7.8,1008.7,NNW,,2013-04-21,94.0,1.3,17.0,15.1,1003.4,11.2,Adelaide,50.0,20.0,96.0,W,10.9,Yes,17.4,Yes
NNE,13.4,1010.9,NW,8.4,2013-04-22,81.0,6.1,9.0,20.2,1010.1,15.2,Adelaide,52.0,28.0,61.0,WNW,10.8,Yes,21.0,Yes
,5.4,1019.3,SW,1.6,2013-04-23,70.0,0.1,0.0,18.1,1018.8,15.2,Adelaide,26.0,11.0,44.0,WSW,11.9,Yes,18.3,No
N,0.0,1022.3,WSW,1.2,2013-04-24,76.0,6.5,11.0,19.4,1021.0,15.4,Adelaide,33.0,19.0,65.0,WNW,11.8,No,20.9,Yes
NNW,1.6,1024.9,WNW,,2013-04-25,88.0,7.4,9.0,21.4,1023.3,16.1,Adelaide,37.0,20.0,58.0,WNW,13.2,Yes,21.9,No
N,0.0,1026.2,N,2.6,2013-04-26,89.0,8.1,11.0,23.0,1022.7,16.1,Adelaide,24.0,9.0,41.0,WNW,12.9,No,23.5,
N,,1017.7,N,,2013-04-27,33.0,5.5,19.0,24.6,1013.3,20.1,Adelaide,48.0,20.0,26.0,N,14.5,,27.0,
S,,1018.2,WSW,,2013-04-28,72.0,8.1,6.0,21.5,1017.6,18.5,Adelaide,24.0,13.0,56.0,W,16.6,,21.8,Yes
,2.0,1024.6,NNW,8.6,2013-04-29,90.0,0.8,0.0,18.5,1024.2,15.9,Adelaide,31.0,9.0,63.0,ENE,15.0,Yes,18.8,No
SSE,0.0,1024.4,WSW,1.2,2013-04-30,70.0,3.9,6.0,19.0,1022.2,17.0,Adelaide,28.0,11.0,69.0,N,13.3,No,20.3,No
SSW,0.0,1026.0,SSE,1.2,2013-05-01,75.0,8.0,6.0,19.7,1024.0,13.8,Adelaide,35.0,15.0,40.0,SSE,8.4,No,20.4,No
NE,0.0,1026.4,N,2.8,2013-05-02,45.0,9.9,22.0,20.8,1021.9,14.1,Adelaide,35.0,19.0,22.0,NE,8.8,No,21.2,No
NNE,0.0,1018.8,NW,4.4,2013-05-03,25.0,3.6,13.0,24.3,1016.7,20.5,Adelaide,35.0,17.0,24.0,N,14.1,No,25.5,No
SE,0.2,1025.1,E,,2013-05-04,64.0,6.8,9.0,18.4,1023.5,15.8,Adelaide,31.0,11.0,30.0,E,14.8,No,19.5,
ENE,,1024.7,ENE,,2013-05-05,40.0,4.8,19.0,19.2,1021.0,14.3,Adelaide,39.0,19.0,32.0,E,12.3,,20.2,No
SSE,0.2,1022.4,N,10.0,2013-05-06,56.0,1.7,4.0,20.7,1017.9,15.1,Adelaide,30.0,13.0,38.0,NE,13.7,No,21.6,No
NE,0.4,1021.0,NNW,1.4,2013-05-07,44.0,9.9,9.0,26.6,1018.8,20.5,Adelaide,24.0,7.0,30.0,NE,10.8,No,27.3,No
NE,0.0,1023.0,WNW,2.8,2013-05-08,22.0,9.7,9.0,30.2,1020.1,24.5,Adelaide,28.0,9.0,16.0,NE,16.3,No,31.1,No
NNE,0.0,1023.3,N,4.2,2013-05-09,35.0,6.8,19.0,28.9,1021.4,25.0,Adelaide,48.0,15.0,24.0,N,19.6,No,29.8,No
NNE,0.0,1024.6,NNE,5.8,2013-05-10,32.0,8.4,13.0,27.1,1021.2,22.7,Adelaide,39.0,22.0,24.0,NE,20.9,No,28.9,
NNE,,1021.1,NNW,,2013-05-11,29.0,,15.0,24.7,1017.2,22.9,Adelaide,37.0,17.0,28.0,NNE,20.6,,25.2,Yes
NNW,8.6,1018.1,NW,,2013-05-12,91.0,5.6,7.0,18.4,1015.7,16.8,Adelaide,52.0,24.0,50.0,W,15.4,Yes,20.2,Yes
S,5.4,1019.7,WSW,10.2,2013-05-13,91.0,6.6,7.0,14.9,1018.3,10.4,Adelaide,43.0,15.0,56.0,SW,8.5,Yes,15.8,Yes
ESE,16.2,1015.3,WSW,0.6,2013-05-14,94.0,5.5,7.0,15.3,1014.0,12.3,Adelaide,37.0,17.0,65.0,WNW,10.4,Yes,16.1,Yes
SW,4.6,1013.9,SW,0.8,2013-05-15,83.0,5.3,11.0,16.5,1012.1,14.6,Adelaide,39.0,17.0,66.0,SW,12.3,Yes,18.2,Yes
NE,7.0,1016.3,SW,1.4,2013-05-16,88.0,7.1,6.0,16.9,1015.9,13.1,Adelaide,35.0,19.0,54.0,SW,10.7,Yes,17.5,No
NNE,0.0,1021.4,SW,1.8,2013-05-17,88.0,7.1,7.0,15.3,1019.2,12.7,Adelaide,28.0,4.0,64.0,S,7.8,No,17.3,No
NNE,0.2,1021.6,N,,2013-05-18,75.0,4.7,6.0,16.6,1019.0,12.3,Adelaide,17.0,4.0,55.0,N,7.0,No,17.5,
NE,,1019.5,NNW,,2013-05-19,65.0,2.3,11.0,19.6,1016.1,14.2,Adelaide,26.0,11.0,45.0,N,8.0,,19.7,No
NNE,0.0,1018.1,W,2.8,2013-05-20,56.0,6.7,11.0,21.2,1015.1,15.6,Adelaide,26.0,13.0,34.0,N,13.9,No,21.8,No
NE,0.0,1014.4,NNW,2.0,2013-05-21,52.0,2.1,11.0,18.4,1011.2,17.1,Adelaide,37.0,13.0,54.0,N,13.5,No,19.5,Yes
ENE,6.4,1008.1,W,1.8,2013-05-22,73.0,0.4,11.0,14.2,1008.5,13.6,Adelaide,30.0,17.0,81.0,ESE,11.8,Yes,15.2,Yes
SSW,2.4,1021.9,S,1.2,2013-05-23,72.0,9.8,9.0,17.6,1021.1,13.9,Adelaide,35.0,15.0,43.0,S,8.6,Yes,18.7,No
,0.0,1028.4,WSW,2.4,2013-05-24,80.0,2.4,0.0,16.1,1027.4,12.0,Adelaide,35.0,11.0,71.0,SW,6.7,No,16.2,
NNW,,1030.5,WSW,,2013-05-25,73.0,,2.0,16.8,1029.1,13.9,Adelaide,20.0,11.0,63.0,SW,12.0,,17.5,No
NNW,0.6,1032.3,SSW,,2013-05-26,95.0,6.0,7.0,18.0,1028.8,12.2,Adelaide,24.0,13.0,62.0,SE,11.5,No,18.5,No
NE,0.0,1029.8,N,2.6,2013-05-27,56.0,5.2,11.0,16.7,1026.6,14.3,Adelaide,31.0,6.0,52.0,NE,11.3,No,18.0,No
NE,0.0,1026.3,N,1.6,2013-05-28,57.0,8.9,11.0,17.8,1022.5,14.0,Adelaide,28.0,15.0,38.0,N,9.7,No,18.6,No
NNE,0.0,1021.9,NNW,1.8,2013-05-29,50.0,4.6,11.0,21.9,1018.8,16.0,Adelaide,33.0,17.0,35.0,N,10.7,No,22.1,No
NE,0.0,1018.7,N,1.8,2013-05-30,57.0,5.3,15.0,22.9,1015.8,18.4,Adelaide,35.0,15.0,44.0,NE,14.2,No,23.3,Yes
NE,2.6,1018.5,NE,2.8,2013-05-31,83.0,0.0,15.0,16.0,1016.9,17.1,Adelaide,31.0,13.0,94.0,ENE,15.6,Yes,17.3,Yes
NNW,38.8,1011.0,S,0.4,2013-06-01,96.0,0.0,20.0,15.1,1010.6,14.9,Adelaide,43.0,13.0,86.0,SSE,14.6,Yes,16.0,Yes
W,6.8,1024.4,SSE,,2013-06-02,78.0,2.4,4.0,15.9,1025.1,13.0,Adelaide,39.0,13.0,58.0,S,10.8,Yes,16.5,No
SSW,0.0,1029.3,WNW,5.0,2013-06-03,82.0,5.7,7.0,16.4,1027.7,14.2,Adelaide,20.0,13.0,73.0,SW,8.5,No,17.1,No
NE,0.0,1027.4,N,0.8,2013-06-04,77.0,0.1,6.0,15.6,1024.1,13.7,Adelaide,22.0,11.0,60.0,N,10.9,No,16.2,No
ENE,0.0,1020.5,NNW,1.0,2013-06-05,66.0,0.5,9.0,13.7,1016.7,12.5,Adelaide,31.0,13.0,68.0,N,11.0,No,15.1,No
N,0.0,1017.0,NNW,1.0,2013-06-06,84.0,3.4,13.0,16.9,1015.3,13.2,Adelaide,44.0,24.0,66.0,N,12.1,No,18.4,Yes
S,4.0,1024.9,SW,1.0,2013-06-07,75.0,6.3,7.0,15.7,1025.5,13.4,Adelaide,33.0,11.0,51.0,NW,10.4,Yes,16.1,No
NE,0.0,1029.8,NW,,2013-06-08,77.0,3.8,7.0,17.8,1026.0,11.3,Adelaide,26.0,13.0,50.0,NNW,7.2,No,18.1,No
,0.0,1024.3,NNW,,2013-06-09,75.0,3.8,0.0,17.6,1019.8,12.5,Adelaide,28.0,13.0,46.0,N,10.7,No,17.8,No
N,0.0,1018.3,NNW,,2013-06-10,64.0,7.1,13.0,19.5,1016.2,14.8,Adelaide,35.0,17.0,59.0,NW,11.1,No,20.0,No
ENE,0.0,1013.8,SSE,6.0,2013-06-11,72.0,0.0,11.0,15.3,1010.1,14.6,Adelaide,31.0,7.0,74.0,N,10.7,No,16.1,Yes
SSE,7.2,1009.8,S,0.4,2013-06-12,81.0,1.7,20.0,14.9,1011.4,13.1,Adelaide,48.0,20.0,64.0,S,12.3,Yes,16.0,No
SSW,1.0,1015.9,SSE,1.8,2013-06-13,86.0,2.3,11.0,15.1,1015.1,12.9,Adelaide,33.0,13.0,73.0,SSE,10.6,No,15.3,Yes
WSW,2.6,1020.7,SSE,0.6,2013-06-14,85.0,9.2,9.0,13.3,1020.6,11.5,Adelaide,35.0,19.0,69.0,SSW,8.1,Yes,15.5,
,,1025.4,SW,,2013-06-15,83.0,,0.0,14.3,1023.0,10.7,Adelaide,20.0,15.0,72.0,W,6.3,,15.0,
,,1023.8,SSE,,2013-06-16,87.0,,0.0,14.9,1020.1,9.5,Adelaide,22.0,11.0,40.0,SSE,5.5,,15.3,No
NE,0.4,1019.4,W,3.0,2013-06-17,84.0,8.0,6.0,15.0,1016.8,9.6,Adelaide,22.0,13.0,57.0,WSW,6.2,No,15.2,No
NNW,0.0,1021.3,SW,1.0,2013-06-18,88.0,8.9,7.0,14.6,1020.4,7.8,Adelaide,19.0,11.0,62.0,WNW,4.7,No,15.8,No
,0.0,1026.2,W,1.0,2013-06-19,86.0,8.0,0.0,16.2,1024.0,8.8,Adelaide,22.0,2.0,45.0,NNE,3.6,No,17.0,No
,0.0,1023.3,NNW,1.0,2013-06-20,78.0,7.1,0.0,15.4,1018.9,8.5,Adelaide,30.0,13.0,52.0,NNW,4.1,No,16.2,Yes
NNE,1.6,1014.7,NNW,1.4,2013-06-21,92.0,2.2,11.0,13.2,1013.3,9.8,Adelaide,44.0,15.0,68.0,NNW,8.5,Yes,14.4,Yes
NE,12.8,1015.6,ENE,,2013-06-22,88.0,1.8,17.0,13.5,1015.3,10.1,Adelaide,48.0,22.0,63.0,ENE,9.7,Yes,13.7,Yes
ENE,1.2,1022.7,ENE,,2013-06-23,62.0,4.2,17.0,14.3,1021.3,12.6,Adelaide,59.0,22.0,55.0,ENE,10.0,Yes,15.0,No
NNE,0.0,1024.7,NE,4.4,2013-06-24,55.0,7.7,13.0,16.3,1023.1,12.8,Adelaide,31.0,13.0,47.0,ENE,10.3,No,17.2,No
NE,0.0,1025.4,NNW,1.4,2013-06-25,73.0,8.0,4.0,17.2,1022.3,10.8,Adelaide,30.0,15.0,44.0,N,7.2,No,18.1,No
NE,0.0,1022.3,NNW,1.4,2013-06-26,48.0,8.9,11.0,17.8,1019.6,12.7,Adelaide,31.0,13.0,44.0,N,5.3,No,18.0,No
NE,0.0,1021.3,NNW,1.2,2013-06-27,60.0,9.0,11.0,16.8,1020.0,12.5,Adelaide,24.0,13.0,56.0,N,7.5,No,17.5,No
,0.0,1025.2,WSW,1.0,2013-06-28,87.0,7.7,0.0,15.8,1024.5,12.3,Adelaide,24.0,13.0,58.0,W,7.4,No,16.7,No
,0.0,1031.2,W,,2013-06-29,85.0,8.0,0.0,15.7,1030.4,8.5,Adelaide,26.0,17.0,63.0,W,4.1,No,16.3,No
NE,0.0,1032.0,WSW,2.4,2013-06-30,99.0,3.1,6.0,17.2,1029.4,11.8,Adelaide,31.0,17.0,63.0,WSW,8.5,No,17.8,No
WNW,0.0,1028.7,W,0.6,2013-07-01,83.0,7.0,15.0,17.6,1026.4,15.1,Adelaide,48.0,24.0,65.0,WNW,11.8,No,18.4,No
N,0.0,1027.4,NW,2.0,2013-07-02,90.0,7.1,11.0,17.1,1025.0,10.5,Adelaide,35.0,19.0,63.0,NW,9.9,No,17.4,No
N,0.0,1022.4,NNW,1.2,2013-07-03,80.0,9.1,15.0,17.1,1017.1,12.7,Adelaide,44.0,22.0,39.0,NW,7.7,No,17.6,No
N,0.0,1008.8,NNW,2.8,2013-07-04,58.0,0.8,20.0,12.3,1005.2,12.5,Adelaide,59.0,26.0,82.0,WSW,11.4,No,15.0,Yes
W,8.6,1016.2,NW,1.2,2013-07-05,68.0,6.6,19.0,14.0,1016.4,10.9,Adelaide,59.0,17.0,63.0,W,7.9,Yes,14.9,Yes
N,2.6,1021.2,ENE,,2013-07-06,92.0,1.9,15.0,10.5,1020.9,9.7,Adelaide,39.0,7.0,94.0,NNW,8.9,Yes,15.3,Yes
NNE,24.0,1026.8,WNW,,2013-07-07,95.0,2.7,7.0,12.7,1026.9,9.3,Adelaide,26.0,13.0,79.0,W,8.4,Yes,14.0,No
,0.8,1034.5,WSW,2.4,2013-07-08,90.0,9.0,0.0,14.7,1033.4,8.4,Adelaide,22.0,11.0,50.0,SW,4.6,No,15.2,No
NNE,0.0,1034.4,N,1.0,2013-07-09,79.0,6.2,7.0,15.0,1030.4,8.5,Adelaide,30.0,17.0,41.0,N,4.1,No,15.7,No
NE,0.0,1029.5,NNE,1.8,2013-07-10,60.0,9.3,11.0,15.7,1027.2,10.6,Adelaide,24.0,9.0,43.0,N,4.8,No,16.1,No
NNE,0.0,1029.1,N,1.2,2013-07-11,71.0,6.5,6.0,18.3,1026.0,8.6,Adelaide,22.0,11.0,35.0,N,7.9,No,19.3,No
NNE,0.0,1025.6,ENE,0.6,2013-07-12,67.0,0.0,2.0,15.5,1022.2,14.3,Adelaide,31.0,9.0,88.0,NE,8.6,No,16.4,Yes
NNE,19.0,1017.0,N,,2013-07-13,76.0,0.3,15.0,17.3,1015.3,16.0,Adelaide,37.0,15.0,75.0,NNW,13.8,Yes,18.9,Yes
N,1.6,1015.0,NW,,2013-07-14,89.0,4.1,15.0,16.5,1014.7,14.4,Adelaide,43.0,19.0,72.0,WNW,13.7,Yes,18.1,Yes
SW,3.8,1021.3,SW,2.4,2013-07-15,94.0,2.9,9.0,14.6,1020.9,13.8,Adelaide,30.0,15.0,88.0,W,12.6,Yes,16.8,Yes
NNW,1.6,1023.4,N,0.8,2013-07-16,92.0,4.9,9.0,16.5,1019.2,12.5,Adelaide,28.0,19.0,62.0,N,11.9,Yes,17.3,No
NNE,0.0,1013.5,NE,1.2,2013-07-17,60.0,5.0,15.0,19.3,1007.2,15.1,Adelaide,57.0,22.0,48.0,NNE,10.3,No,19.7,Yes
NNE,14.2,1001.4,N,2.2,2013-07-18,63.0,1.2,22.0,15.2,999.9,13.6,Adelaide,76.0,35.0,66.0,NNW,11.3,Yes,15.4,Yes
WNW,2.0,1008.6,WSW,1.4,2013-07-19,81.0,1.6,17.0,13.7,1009.8,12.8,Adelaide,61.0,24.0,63.0,WNW,12.1,Yes,13.9,Yes
SSE,11.6,1012.5,SW,,2013-07-20,67.0,,22.0,8.7,1012.7,8.3,Adelaide,65.0,20.0,70.0,SW,5.7,Yes,11.9,Yes
NE,7.4,1014.1,NW,,2013-07-21,89.0,,9.0,11.6,1012.0,8.0,Adelaide,44.0,24.0,60.0,NW,5.9,Yes,12.7,Yes
WSW,13.0,1018.0,SSW,4.4,2013-07-22,85.0,0.8,15.0,11.1,1020.7,10.8,Adelaide,48.0,11.0,89.0,SW,7.9,Yes,12.9,Yes
,6.0,1030.9,SSE,0.4,2013-07-23,93.0,6.0,0.0,14.0,1031.0,8.3,Adelaide,24.0,13.0,66.0,W,4.7,Yes,15.1,No
NNE,0.2,1034.5,WNW,0.8,2013-07-24,70.0,9.1,6.0,13.9,1031.2,10.8,Adelaide,26.0,13.0,57.0,W,6.2,No,15.3,No
NE,0.0,1028.4,NNW,1.6,2013-07-25,73.0,4.1,9.0,14.9,1025.1,9.5,Adelaide,35.0,17.0,55.0,WNW,7.2,No,15.6,No
NE,0.0,1026.7,N,0.8,2013-07-26,59.0,9.6,9.0,17.9,1023.0,12.2,Adelaide,24.0,11.0,43.0,N,8.2,No,18.2,No
NE,0.0,1019.6,NNE,,2013-07-27,32.0,1.2,19.0,16.8,1015.5,14.4,Adelaide,43.0,17.0,42.0,N,9.7,No,19.3,No
NE,0.0,1011.1,NW,,2013-07-28,49.0,7.3,13.0,18.3,1012.6,17.4,Adelaide,56.0,22.0,52.0,NW,14.3,No,20.8,No
NW,1.0,1019.2,WSW,7.4,2013-07-29,95.0,4.6,9.0,15.5,1019.4,12.4,Adelaide,41.0,17.0,67.0,W,10.2,No,16.5,Yes
S,1.8,1025.9,W,1.0,2013-07-30,59.0,1.0,7.0,13.4,1023.9,12.4,Adelaide,24.0,13.0,51.0,W,10.9,Yes,14.2,No
E,0.0,1024.9,W,2.0,2013-07-31,63.0,3.7,6.0,13.8,1022.1,11.6,Adelaide,22.0,13.0,52.0,WNW,10.5,No,14.8,No
NE,0.0,1020.9,NNW,1.0,2013-08-01,57.0,9.2,11.0,17.9,1017.2,12.5,Adelaide,35.0,19.0,32.0,NNW,4.1,No,18.5,Yes
SW,4.2,1016.8,WSW,2.0,2013-08-02,91.0,3.3,26.0,13.6,1017.5,10.7,Adelaide,46.0,26.0,71.0,W,9.3,Yes,14.4,Yes
N,2.4,1018.0,NW,,2013-08-03,90.0,0.2,17.0,13.0,1014.0,10.0,Adelaide,50.0,19.0,96.0,NW,8.8,Yes,14.0,Yes
