WindDir9am,Humidity3pm,RainToday,Location,RainTomorrow,Humidity9am,Cloud3pm,WindGustDir,Temp9amC,Date,Temp3pmC,MinTempC,Pressure9am,WindSpeed3pm,Evaporation,WindGustSpeed,Rainfall,Pressure3pm,Sunshine,WindSpeed9am,WindDir3pm,MaxTempC,Cloud9am
SSW,40.0,No,Sydney,No,39.0,1.0,SSE,18.0,2012-10-27,19.1,13.1,1015.7,24.0,5.4,41.0,0.0,1016.4,12.2,7.0,SE,21.3,1.0
ESE,47.0,No,Sydney,No,51.0,8.0,SSE,17.0,2012-10-28,19.1,15.3,1025.5,15.0,9.2,30.0,0.0,1024.3,5.3,13.0,E,19.8,7.0
WNW,55.0,No,Sydney,No,59.0,2.0,ENE,17.2,2012-10-29,20.8,12.1,1025.1,30.0,3.6,44.0,0.0,1021.2,9.4,9.0,E,21.7,6.0
WSW,48.0,No,Sydney,No,65.0,6.0,NE,18.6,2012-10-30,22.4,14.1,1019.8,24.0,7.2,43.0,0.0,1015.7,9.8,2.0,ENE,23.1,5.0
WNW,52.0,No,Sydney,No,64.0,3.0,ENE,21.6,2012-10-31,24.4,15.7,1016.1,20.0,7.0,33.0,0.0,1013.0,12.0,11.0,ESE,27.8,0.0
WNW,57.0,No,Sydney,No,55.0,7.0,W,22.6,2012-11-01,24.7,16.8,1008.3,20.0,8.0,52.0,0.0,1002.0,5.2,9.0,E,33.3,7.0
S,38.0,No,Sydney,Yes,44.0,1.0,SSE,18.1,2012-11-02,20.3,16.1,1015.2,26.0,10.8,54.0,0.0,1015.5,12.2,28.0,SSE,21.9,2.0
WSW,58.0,Yes,Sydney,Yes,82.0,8.0,SE,15.5,2012-11-03,17.8,13.7,1020.9,17.0,5.6,31.0,1.6,1020.1,0.0,6.0,ESE,18.5,7.0
WNW,63.0,Yes,Sydney,No,80.0,4.0,NE,18.3,2012-11-04,21.9,14.8,1020.5,26.0,2.6,41.0,1.4,1017.5,9.3,6.0,ENE,22.9,4.0
ESE,61.0,No,Sydney,No,70.0,4.0,NNE,21.5,2012-11-05,24.3,17.0,1018.7,20.0,5.2,52.0,0.2,1014.9,10.0,9.0,NE,25.1,1.0
E,61.0,No,Sydney,No,65.0,4.0,NE,24.0,2012-11-06,23.9,19.6,1015.8,30.0,9.0,57.0,0.0,1012.7,8.9,15.0,NE,25.4,6.0
NE,68.0,No,Sydney,No,78.0,8.0,NE,21.7,2012-11-07,22.4,19.8,1013.8,19.0,8.6,35.0,0.0,1010.3,0.0,2.0,ENE,24.2,8.0
ENE,64.0,No,Sydney,Yes,58.0,7.0,ESE,24.1,2012-11-08,23.4,19.9,1011.9,20.0,3.8,35.0,0.0,1011.7,8.4,4.0,E,27.3,6.0
W,86.0,Yes,Sydney,Yes,77.0,5.0,S,22.2,2012-11-09,20.9,18.5,1014.0,17.0,4.2,50.0,9.2,1012.6,9.8,9.0,ENE,27.1,5.0
SSE,54.0,Yes,Sydney,No,56.0,6.0,SSE,19.6,2012-11-10,18.5,16.6,1022.7,26.0,7.4,50.0,11.4,1023.1,7.0,28.0,SSE,20.9,6.0
ESE,45.0,No,Sydney,No,42.0,2.0,ESE,19.4,2012-11-11,20.8,13.1,1028.6,19.0,9.6,31.0,0.2,1026.6,12.7,13.0,ESE,21.4,1.0
W,51.0,No,Sydney,No,55.0,7.0,NE,19.4,2012-11-12,22.0,13.0,1025.0,31.0,6.0,54.0,0.0,1019.7,11.3,13.0,NE,23.7,4.0
S,51.0,No,Sydney,No,60.0,3.0,S,19.6,2012-11-13,21.0,16.9,1020.3,28.0,9.8,57.0,0.0,1019.0,9.9,19.0,SSE,23.9,1.0
E,71.0,No,Sydney,No,80.0,8.0,E,16.9,2012-11-14,18.4,15.9,1019.5,20.0,8.0,31.0,0.0,1017.4,0.3,15.0,E,20.7,8.0
NE,62.0,No,Sydney,No,72.0,7.0,ENE,20.5,2012-11-15,23.6,16.2,1014.7,17.0,4.2,35.0,0.2,1010.7,7.2,19.0,ENE,24.7,8.0
SSW,81.0,No,Sydney,Yes,86.0,8.0,SSW,17.2,2012-11-16,17.5,17.2,1012.7,9.0,5.0,41.0,0.4,1011.0,0.0,11.0,SSE,18.0,8.0
ESE,50.0,Yes,Sydney,No,57.0,4.0,SE,17.4,2012-11-17,19.8,15.1,1016.7,15.0,2.4,33.0,10.4,1015.1,7.0,13.0,E,21.3,8.0
W,57.0,No,Sydney,No,65.0,3.0,S,19.2,2012-11-18,22.2,15.3,1012.9,35.0,6.0,70.0,0.0,1007.7,12.2,6.0,NE,23.1,5.0
W,45.0,No,Sydney,Yes,44.0,3.0,S,18.1,2012-11-19,19.9,12.8,1014.2,26.0,8.4,50.0,0.0,1015.6,6.9,17.0,SSW,21.1,2.0
SSE,50.0,Yes,Sydney,No,61.0,3.0,SSE,18.9,2012-11-20,21.8,15.8,1022.2,22.0,7.0,44.0,1.6,1021.6,7.6,28.0,SE,23.2,7.0
W,59.0,No,Sydney,No,60.0,6.0,NNE,19.8,2012-11-21,22.3,13.4,1018.1,24.0,5.2,50.0,0.4,1012.2,10.6,9.0,NE,24.5,7.0
SSE,59.0,No,Sydney,No,66.0,7.0,SSW,18.8,2012-11-22,19.4,17.1,1017.1,22.0,9.0,72.0,0.0,1017.0,0.3,22.0,SE,20.7,7.0
E,55.0,No,Sydney,No,59.0,7.0,SSE,18.7,2012-11-23,20.5,15.7,1020.3,17.0,5.4,30.0,0.0,1018.5,5.2,13.0,ESE,22.0,7.0
ESE,63.0,No,Sydney,No,67.0,1.0,ENE,21.0,2012-11-24,23.8,16.4,1018.8,28.0,5.2,39.0,0.0,1014.8,10.8,9.0,E,25.4,5.0
W,56.0,No,Sydney,No,60.0,2.0,ENE,25.3,2012-11-25,27.2,18.5,1013.9,15.0,7.8,26.0,0.0,1012.6,12.7,7.0,E,31.0,1.0
S,69.0,No,Sydney,Yes,74.0,7.0,WSW,22.5,2012-11-26,24.1,20.7,1015.9,20.0,9.4,41.0,0.0,1012.3,2.9,7.0,ESE,27.2,8.0
ESE,74.0,Yes,Sydney,Yes,80.0,7.0,NE,22.4,2012-11-27,22.4,19.8,1014.1,13.0,4.4,44.0,3.6,1014.7,1.0,6.0,SE,24.1,7.0
SE,74.0,Yes,Sydney,Yes,84.0,7.0,E,20.5,2012-11-28,21.9,18.4,1018.4,13.0,3.2,26.0,10.2,1016.5,0.0,9.0,ESE,24.5,7.0
ESE,63.0,Yes,Sydney,No,71.0,2.0,NE,23.6,2012-11-29,26.2,19.9,1016.5,20.0,2.4,43.0,1.2,1013.6,8.3,6.0,NE,27.0,6.0
,62.0,No,Sydney,No,73.0,6.0,E,25.9,2012-11-30,28.0,21.3,1013.6,24.0,7.0,44.0,0.0,1010.4,6.7,,ENE,29.5,6.0
ESE,68.0,No,Sydney,No,70.0,3.0,E,23.2,2013-01-01,24.1,20.2,1012.0,19.0,11.0,30.0,0.0,1008.6,10.9,9.0,E,26.2,6.0
SE,61.0,No,Sydney,No,70.0,7.0,S,21.8,2013-01-02,21.1,20.3,1013.8,24.0,7.4,52.0,0.0,1015.1,0.9,17.0,SE,22.9,7.0
ESE,54.0,No,Sydney,No,54.0,1.0,E,21.8,2013-01-03,23.5,18.4,1018.8,19.0,5.6,30.0,0.0,1016.6,12.4,7.0,E,24.8,4.0
NE,60.0,No,Sydney,No,59.0,0.0,NNE,24.4,2013-01-04,24.8,18.3,1016.7,26.0,9.0,52.0,0.0,1014.1,13.1,17.0,ENE,26.6,1.0
NE,56.0,No,Sydney,No,56.0,1.0,NE,25.2,2013-01-05,27.2,20.9,1016.1,17.0,9.6,52.0,0.0,1014.3,12.7,9.0,ENE,28.3,0.0
ENE,56.0,No,Sydney,No,65.0,1.0,E,25.6,2013-01-06,27.0,21.6,1021.0,20.0,11.6,33.0,0.0,1019.7,13.1,13.0,E,28.0,3.0
S,65.0,No,Sydney,No,74.0,1.0,NNE,23.2,2013-01-07,25.9,21.4,1022.5,20.0,8.0,46.0,0.0,1018.4,9.0,9.0,E,27.5,8.0
SSE,14.0,No,Sydney,No,52.0,6.0,NNW,27.3,2013-01-08,39.8,20.9,1005.8,28.0,9.8,69.0,0.0,999.1,8.7,4.0,NW,42.3,6.0
S,44.0,No,Sydney,No,64.0,6.0,SSE,22.5,2013-01-09,21.7,21.1,999.3,28.0,18.4,50.0,0.0,1002.1,6.1,24.0,SSE,25.0,6.0
ENE,54.0,No,Sydney,No,63.0,7.0,ENE,22.3,2013-01-10,24.3,20.2,1009.7,24.0,8.4,37.0,0.0,1009.6,1.4,17.0,ENE,25.4,7.0
NE,59.0,No,Sydney,No,62.0,5.0,NE,25.0,2013-01-11,27.3,21.2,1010.1,15.0,6.2,43.0,0.0,1005.5,10.0,4.0,ENE,29.6,3.0
W,50.0,No,Sydney,No,53.0,7.0,SSE,29.4,2013-01-12,28.1,23.5,1005.8,26.0,9.6,56.0,0.0,1006.7,1.5,13.0,S,31.2,6.0
ESE,77.0,No,Sydney,Yes,71.0,7.0,SSW,22.4,2013-01-13,22.2,20.7,1011.5,19.0,6.2,56.0,0.0,1008.5,0.0,13.0,SSE,23.8,8.0
S,49.0,Yes,Sydney,No,69.0,2.0,S,18.8,2013-01-14,22.2,17.1,1015.2,28.0,2.0,59.0,8.6,1017.5,9.4,17.0,SSE,23.7,7.0
NW,53.0,No,Sydney,No,62.0,3.0,NE,20.5,2013-01-15,23.1,16.8,1019.4,17.0,9.8,41.0,0.2,1016.7,10.8,6.0,E,24.9,3.0
WNW,65.0,No,Sydney,No,64.0,4.0,E,23.2,2013-01-16,24.9,19.1,1014.6,24.0,6.6,31.0,0.0,1011.8,11.4,7.0,E,27.2,3.0
NW,67.0,No,Sydney,No,75.0,1.0,ENE,24.3,2013-01-17,26.5,21.4,1012.5,26.0,8.2,41.0,0.0,1007.9,12.1,2.0,E,29.0,5.0
E,14.0,No,Sydney,No,62.0,3.0,S,28.9,2013-01-18,44.7,21.7,1002.9,15.0,9.0,78.0,0.0,997.9,8.4,13.0,E,45.8,0.0
S,59.0,No,Sydney,No,65.0,8.0,SSE,22.7,2013-01-19,22.4,21.5,1013.2,20.0,12.6,50.0,0.0,1013.8,2.3,19.0,SSE,24.8,6.0
SE,59.0,No,Sydney,No,67.0,8.0,SSE,22.3,2013-01-20,23.6,20.2,1017.3,15.0,5.0,28.0,0.2,1016.1,0.0,13.0,ESE,24.3,7.0
ESE,52.0,No,Sydney,No,71.0,7.0,ENE,24.2,2013-01-21,25.5,20.7,1015.8,17.0,4.2,37.0,0.2,1013.4,5.3,2.0,NE,26.6,7.0
NNE,63.0,No,Sydney,No,63.0,7.0,S,26.5,2013-01-22,26.5,20.9,1010.4,17.0,7.4,52.0,0.0,1007.4,7.3,17.0,NE,29.6,2.0
SSW,61.0,No,Sydney,No,74.0,7.0,S,21.8,2013-01-23,24.4,20.7,1015.3,26.0,6.2,56.0,0.0,1015.3,2.3,20.0,S,25.7,7.0
SSW,52.0,No,Sydney,No,70.0,2.0,SSW,22.7,2013-01-24,29.3,20.4,1017.5,20.0,7.2,33.0,0.0,1015.3,10.5,20.0,ESE,29.8,7.0
N,64.0,No,Sydney,No,69.0,1.0,ENE,25.8,2013-01-25,27.6,21.6,1012.9,26.0,4.6,44.0,0.0,1010.5,12.8,11.0,E,29.2,2.0
ENE,70.0,No,Sydney,Yes,73.0,6.0,NE,26.5,2013-01-26,27.0,23.7,1012.5,30.0,11.4,57.0,0.0,1011.1,8.3,17.0,NE,28.2,7.0
E,90.0,Yes,Sydney,Yes,90.0,8.0,W,20.5,2013-01-27,20.9,20.1,1009.2,9.0,8.2,50.0,16.8,1009.0,0.0,6.0,NNE,22.7,8.0
NE,92.0,Yes,Sydney,Yes,88.0,8.0,NE,22.7,2013-01-28,21.6,20.5,1009.2,24.0,2.2,69.0,15.8,1008.1,0.0,7.0,ENE,23.0,8.0
WNW,71.0,Yes,Sydney,No,93.0,6.0,E,21.5,2013-01-29,24.0,19.3,1001.7,24.0,,70.0,95.2,1004.9,4.5,11.0,SSE,26.2,8.0
SE,58.0,No,Sydney,No,70.0,2.0,ESE,22.2,2013-01-30,24.9,19.8,1014.7,20.0,5.6,28.0,0.8,1014.0,8.5,11.0,ESE,26.0,5.0
N,64.0,No,Sydney,Yes,66.0,1.0,NE,25.9,2013-01-31,27.2,21.0,1013.2,24.0,5.6,54.0,0.0,1008.4,12.2,19.0,NE,27.8,3.0
SE,85.0,Yes,Sydney,Yes,86.0,8.0,SSE,19.5,2013-03-01,18.7,16.5,1014.4,26.0,6.8,63.0,31.8,1016.2,0.0,26.0,SSE,20.1,8.0
SE,78.0,Yes,Sydney,Yes,73.0,8.0,SSE,19.0,2013-03-02,20.1,17.9,1021.0,31.0,6.2,57.0,15.2,1020.8,0.1,30.0,SSE,23.1,7.0
SE,56.0,Yes,Sydney,Yes,63.0,6.0,SE,23.1,2013-03-03,24.8,17.7,1021.6,30.0,4.8,56.0,7.4,1020.4,6.8,30.0,ESE,25.5,7.0
E,49.0,Yes,Sydney,No,53.0,3.0,ESE,23.7,2013-03-04,25.1,19.5,1021.9,22.0,6.6,39.0,4.4,1020.9,9.6,22.0,ESE,26.1,3.0
E,48.0,No,Sydney,No,70.0,3.0,ENE,23.1,2013-03-05,25.8,20.5,1021.7,28.0,6.0,35.0,0.2,1020.0,9.1,20.0,ENE,26.8,6.0
NNW,55.0,No,Sydney,No,78.0,3.0,ENE,21.6,2013-03-06,25.6,20.2,1020.9,24.0,7.4,39.0,0.0,1018.4,7.6,6.0,ENE,27.3,7.0
WNW,52.0,No,Sydney,No,67.0,1.0,NE,22.8,2013-03-07,26.3,18.6,1019.9,24.0,7.4,39.0,0.0,1017.4,11.4,11.0,NE,27.1,1.0
W,57.0,No,Sydney,No,67.0,4.0,E,22.4,2013-03-08,26.2,20.3,1022.1,20.0,7.8,31.0,0.0,1020.5,6.1,9.0,E,26.8,4.0
W,53.0,No,Sydney,No,75.0,3.0,ENE,22.5,2013-03-09,26.0,21.2,1021.3,24.0,6.8,39.0,0.6,1019.0,6.6,13.0,ENE,27.2,5.0
W,49.0,No,Sydney,No,67.0,5.0,ENE,22.3,2013-03-10,25.5,19.6,1020.1,20.0,7.4,35.0,0.0,1017.5,9.8,7.0,ENE,28.0,5.0
W,64.0,No,Sydney,No,72.0,5.0,ENE,23.2,2013-03-11,25.4,20.7,1020.7,26.0,7.8,35.0,0.0,1019.6,9.3,9.0,E,27.4,5.0
W,58.0,No,Sydney,No,78.0,2.0,E,21.9,2013-03-12,25.7,20.4,1021.0,19.0,6.4,30.0,0.0,1018.4,7.9,13.0,E,26.4,7.0
W,52.0,No,Sydney,No,72.0,1.0,NE,21.5,2013-03-13,26.3,18.3,1014.5,26.0,5.4,46.0,0.0,1010.9,11.1,7.0,NE,28.3,1.0
SSE,68.0,No,Sydney,No,72.0,7.0,SSW,23.1,2013-03-14,24.0,20.8,1012.0,11.0,7.8,43.0,0.0,1011.2,1.3,7.0,SSW,24.3,6.0
SSW,70.0,No,Sydney,No,78.0,7.0,SSW,20.8,2013-03-15,22.5,19.7,1016.1,26.0,2.6,43.0,1.0,1015.7,2.0,24.0,SSW,25.0,7.0
N,65.0,No,Sydney,No,70.0,3.0,E,23.3,2013-03-16,25.8,20.1,1013.6,20.0,4.2,31.0,0.2,1008.9,10.7,11.0,E,28.7,1.0
SSW,35.0,No,Sydney,No,48.0,1.0,SSW,19.2,2013-03-17,23.2,18.7,1013.0,31.0,6.8,65.0,0.0,1015.0,10.8,24.0,SSW,24.0,2.0
W,44.0,No,Sydney,No,55.0,2.0,SSW,16.8,2013-03-18,22.3,13.9,1021.1,24.0,8.6,41.0,0.0,1020.2,10.2,20.0,ESE,23.8,2.0
W,48.0,No,Sydney,No,66.0,3.0,ESE,16.3,2013-03-19,23.0,14.3,1024.2,19.0,6.4,28.0,0.0,1022.8,10.7,17.0,ESE,24.7,2.0
WNW,53.0,No,Sydney,No,71.0,3.0,NE,19.3,2013-03-20,24.5,16.1,1025.4,20.0,5.4,37.0,0.0,1022.3,9.9,13.0,E,24.8,3.0
NNE,50.0,No,Sydney,No,60.0,7.0,NNE,21.1,2013-03-21,25.0,18.5,1019.4,26.0,6.6,54.0,0.0,1014.3,8.0,7.0,NE,26.3,2.0
NNW,41.0,No,Sydney,No,56.0,7.0,NW,26.1,2013-03-22,31.5,21.1,1013.5,20.0,6.8,59.0,0.0,1011.0,4.4,20.0,NNW,31.8,6.0
ESE,73.0,No,Sydney,No,73.0,5.0,ESE,24.2,2013-03-23,24.0,21.6,1016.5,24.0,8.4,30.0,1.0,1013.7,8.5,4.0,E,27.0,4.0
WNW,65.0,No,Sydney,No,71.0,1.0,E,22.6,2013-03-24,26.4,20.6,1015.9,17.0,4.8,28.0,0.8,1011.5,10.5,9.0,E,28.4,1.0
WNW,49.0,No,Sydney,No,57.0,2.0,S,21.8,2013-03-25,29.5,17.9,1018.3,13.0,7.0,30.0,0.0,1017.5,11.0,19.0,S,30.0,1.0
WNW,73.0,No,Sydney,No,83.0,7.0,ENE,21.7,2013-03-26,25.5,20.6,1019.4,24.0,4.4,39.0,0.0,1016.3,4.3,9.0,ENE,26.9,7.0
,64.0,No,Sydney,No,75.0,1.0,NNE,23.4,2013-03-27,26.7,20.8,1019.0,22.0,5.4,48.0,0.0,1015.7,10.8,0.0,ENE,27.7,1.0
E,34.0,No,Sydney,Yes,71.0,7.0,W,23.4,2013-03-28,30.9,21.5,1016.8,11.0,7.0,37.0,0.0,1012.1,7.3,2.0,E,33.5,1.0
SW,48.0,Yes,Sydney,No,48.0,7.0,SSE,19.2,2013-03-29,20.9,16.7,1018.5,20.0,8.0,44.0,3.0,1017.7,8.3,22.0,SSE,22.3,1.0
W,53.0,No,Sydney,No,62.0,6.0,NE,18.7,2013-03-30,22.6,14.8,1017.6,24.0,5.2,35.0,0.0,1012.8,10.6,13.0,ENE,23.6,1.0
WSW,38.0,No,Sydney,Yes,78.0,6.0,SSE,18.3,2013-03-31,24.4,17.9,1011.4,28.0,5.0,44.0,0.0,1010.8,7.3,13.0,S,25.4,7.0
WSW,56.0,Yes,Sydney,No,83.0,3.0,W,18.6,2013-04-01,23.5,17.4,1017.9,17.0,6.6,26.0,2.8,1015.5,5.8,13.0,E,24.3,6.0
W,41.0,No,Sydney,Yes,67.0,2.0,SW,19.0,2013-04-02,25.4,16.3,1016.0,19.0,3.8,39.0,0.0,1013.8,10.9,19.0,ESE,26.2,0.0
S,79.0,Yes,Sydney,Yes,88.0,8.0,S,17.0,2013-04-03,18.0,17.0,1020.9,20.0,6.6,48.0,27.4,1021.7,0.0,22.0,S,18.6,7.0
SE,89.0,Yes,Sydney,Yes,93.0,8.0,SSW,16.6,2013-04-04,17.7,15.7,1028.2,9.0,5.0,31.0,61.4,1027.8,0.4,17.0,SE,20.9,8.0
WNW,55.0,Yes,Sydney,Yes,83.0,6.0,W,17.5,2013-04-05,22.9,15.6,1030.4,7.0,0.8,24.0,18.4,1028.4,4.3,9.0,ENE,23.6,7.0
W,75.0,Yes,Sydney,Yes,93.0,7.0,NE,17.0,2013-04-06,18.8,15.6,1028.0,6.0,3.6,31.0,2.4,1025.2,1.6,11.0,SE,20.6,5.0
W,62.0,Yes,Sydney,Yes,73.0,3.0,W,19.0,2013-04-07,22.2,14.2,1024.5,15.0,2.4,22.0,3.8,1021.6,7.0,9.0,E,22.7,3.0
W,61.0,Yes,Sydney,Yes,72.0,6.0,ESE,18.4,2013-04-08,22.5,14.6,1025.3,17.0,3.4,26.0,2.0,1023.9,8.3,15.0,ESE,24.2,1.0
WNW,73.0,Yes,Sydney,Yes,90.0,3.0,WNW,16.7,2013-04-09,20.7,15.6,1026.7,6.0,2.4,24.0,5.2,1024.3,3.6,15.0,ESE,22.0,6.0
WNW,57.0,Yes,Sydney,No,72.0,2.0,ENE,18.9,2013-04-10,23.0,14.4,1024.8,20.0,2.2,30.0,2.0,1021.3,10.4,13.0,ENE,24.1,1.0
WNW,43.0,No,Sydney,No,71.0,1.0,NE,19.0,2013-04-11,24.7,15.2,1023.5,17.0,4.6,26.0,0.0,1021.6,10.8,13.0,ENE,25.3,1.0
WNW,47.0,No,Sydney,No,73.0,1.0,ENE,19.7,2013-04-12,24.2,15.6,1025.9,19.0,4.4,31.0,0.0,1022.8,10.3,13.0,ENE,26.0,1.0
W,55.0,No,Sydney,No,71.0,1.0,NE,19.6,2013-04-13,23.7,15.7,1021.5,22.0,4.8,35.0,0.0,1016.4,10.7,17.0,NE,25.4,1.0
W,54.0,No,Sydney,No,72.0,2.0,W,19.0,2013-04-14,25.2,16.1,1013.9,13.0,5.4,24.0,0.0,1010.9,10.6,17.0,ENE,27.7,2.0
W,49.0,No,Sydney,Yes,75.0,4.0,S,19.0,2013-04-15,26.2,17.4,1010.1,11.0,5.8,37.0,0.0,1007.4,5.7,9.0,E,27.9,7.0
W,69.0,Yes,Sydney,No,88.0,6.0,SSW,17.2,2013-04-16,21.4,16.9,1015.0,20.0,3.2,41.0,7.0,1013.5,4.4,17.0,S,22.0,8.0
WNW,65.0,No,Sydney,No,75.0,7.0,SSE,17.7,2013-04-17,21.9,14.2,1016.7,17.0,4.0,30.0,0.0,1014.0,7.7,13.0,SSE,23.6,1.0
WNW,69.0,No,Sydney,No,76.0,6.0,S,18.5,2013-04-18,21.4,15.4,1014.7,26.0,2.6,41.0,0.2,1012.5,9.1,15.0,SSE,24.5,1.0
WSW,39.0,No,Sydney,Yes,50.0,4.0,SW,15.3,2013-04-19,20.0,13.3,1014.7,35.0,4.6,65.0,0.4,1012.8,10.5,20.0,SSW,20.2,2.0
S,68.0,Yes,Sydney,Yes,92.0,7.0,SE,14.6,2013-04-20,17.5,12.2,1013.7,30.0,,65.0,33.6,1014.1,1.2,17.0,SSE,19.0,8.0
W,56.0,Yes,Sydney,No,71.0,1.0,W,14.4,2013-04-21,20.0,10.9,1016.1,15.0,2.8,33.0,32.8,1012.4,9.7,15.0,ESE,22.2,1.0
WNW,39.0,No,Sydney,No,85.0,2.0,WSW,14.6,2013-04-22,24.2,13.9,1011.0,11.0,2.6,41.0,0.2,1006.9,8.1,13.0,W,24.7,6.0
W,43.0,No,Sydney,No,57.0,2.0,WSW,16.9,2013-04-23,23.4,12.7,1012.7,15.0,3.6,43.0,0.2,1011.7,10.4,15.0,ESE,25.3,1.0
W,27.0,No,Sydney,No,62.0,1.0,W,15.5,2013-04-24,23.4,12.3,1018.9,13.0,3.6,35.0,0.0,1015.9,10.8,20.0,ESE,23.8,1.0
W,45.0,No,Sydney,No,52.0,1.0,W,15.1,2013-04-25,20.3,12.5,1021.8,17.0,4.8,33.0,0.0,1019.5,10.1,20.0,ESE,23.2,2.0
W,30.0,No,Sydney,No,56.0,0.0,W,17.3,2013-04-26,25.9,14.0,1022.6,13.0,3.4,41.0,0.0,1019.1,10.7,17.0,SW,27.2,1.0
W,51.0,No,Sydney,No,65.0,1.0,ENE,17.2,2013-04-27,22.6,14.0,1022.0,19.0,4.4,26.0,0.0,1017.7,9.5,17.0,ENE,26.3,1.0
W,29.0,No,Sydney,No,59.0,1.0,WNW,18.6,2013-04-28,28.1,14.4,1019.0,15.0,4.6,28.0,0.0,1016.0,10.1,7.0,WNW,28.7,1.0
WNW,73.0,No,Sydney,No,59.0,3.0,WNW,18.5,2013-04-29,22.6,15.9,1022.4,13.0,6.2,26.0,0.0,1020.9,9.3,13.0,ESE,26.5,1.0
SSW,71.0,No,Sydney,No,80.0,7.0,SSW,19.7,2013-04-30,20.5,18.4,1025.6,19.0,2.8,35.0,0.0,1022.4,4.0,15.0,SSE,22.7,7.0
WNW,61.0,No,Sydney,No,86.0,5.0,S,18.1,2013-05-01,24.2,16.9,1018.7,17.0,1.2,37.0,0.0,1014.3,7.4,15.0,SE,25.0,7.0
W,51.0,No,Sydney,No,53.0,4.0,S,15.1,2013-05-02,18.7,14.4,1025.3,20.0,5.6,46.0,0.0,1025.2,7.4,13.0,S,20.3,1.0
WNW,51.0,No,Sydney,No,72.0,7.0,N,14.0,2013-05-03,20.9,11.1,1026.7,19.0,3.0,31.0,0.0,1020.5,10.2,19.0,ENE,22.9,1.0
W,56.0,No,Sydney,No,50.0,3.0,SSE,17.4,2013-05-04,20.2,14.0,1017.9,37.0,4.4,56.0,0.0,1018.5,6.2,19.0,SSE,26.4,7.0
W,38.0,No,Sydney,No,56.0,1.0,SSE,14.5,2013-05-05,19.7,12.7,1025.1,7.0,6.4,37.0,0.0,1022.1,9.1,15.0,S,20.1,6.0
W,60.0,No,Sydney,No,68.0,7.0,SSW,14.3,2013-05-06,19.2,10.8,1026.6,17.0,3.4,35.0,0.0,1024.5,8.2,13.0,S,20.1,3.0
W,55.0,No,Sydney,No,76.0,6.0,ESE,15.2,2013-05-07,19.9,11.7,1028.7,19.0,3.0,31.0,0.0,1027.1,8.8,13.0,SSE,21.5,2.0
W,51.0,No,Sydney,No,80.0,4.0,WNW,15.2,2013-05-08,21.2,12.4,1031.1,9.0,3.4,22.0,0.0,1028.1,5.3,13.0,E,21.6,7.0
W,54.0,No,Sydney,No,79.0,1.0,W,14.7,2013-05-09,22.0,12.1,1030.7,13.0,1.8,24.0,0.0,1027.4,10.2,17.0,ENE,23.2,1.0
W,53.0,No,Sydney,No,77.0,1.0,W,14.3,2013-05-10,22.9,12.5,1030.8,13.0,3.6,26.0,0.0,1028.4,10.0,20.0,SE,23.5,1.0
W,69.0,No,Sydney,No,77.0,6.0,ENE,15.2,2013-05-11,20.8,13.0,1030.2,22.0,2.0,31.0,0.0,1027.5,4.3,22.0,ENE,22.1,5.0
W,59.0,No,Sydney,No,93.0,2.0,ENE,14.3,2013-05-12,21.4,14.0,1027.2,13.0,3.6,28.0,0.0,1022.7,7.0,13.0,ENE,22.1,8.0
W,53.0,No,Sydney,No,88.0,8.0,NNW,14.4,2013-05-13,21.9,13.7,1018.9,11.0,2.0,28.0,0.0,1014.2,1.8,9.0,NNE,22.8,7.0
W,31.0,No,Sydney,No,60.0,6.0,W,14.2,2013-05-14,20.0,14.2,1013.8,13.0,2.4,41.0,0.0,1011.1,6.9,20.0,SE,21.3,7.0
W,34.0,No,Sydney,No,59.0,3.0,W,13.6,2013-05-15,20.1,9.2,1013.2,28.0,2.8,46.0,0.2,1009.6,9.8,15.0,WNW,20.6,1.0
NNW,36.0,No,Sydney,No,55.0,3.0,W,16.9,2013-05-16,19.4,13.6,1010.3,31.0,5.4,50.0,0.0,1007.3,8.3,22.0,W,20.6,2.0
WSW,33.0,No,Sydney,No,50.0,1.0,WSW,14.7,2013-05-17,18.6,12.2,1011.9,28.0,4.6,57.0,0.0,1010.4,10.1,24.0,WSW,19.6,1.0
W,31.0,No,Sydney,No,53.0,1.0,WSW,13.2,2013-05-18,19.1,11.1,1014.7,22.0,3.8,41.0,0.0,1011.8,10.1,17.0,W,20.6,1.0
W,30.0,No,Sydney,No,54.0,1.0,W,12.1,2013-05-19,19.0,9.8,1016.8,20.0,3.6,39.0,0.0,1014.1,9.1,20.0,W,20.2,2.0
W,37.0,No,Sydney,No,61.0,3.0,W,11.3,2013-05-20,19.6,10.1,1018.7,22.0,4.0,44.0,0.0,1014.7,8.5,19.0,WSW,20.7,4.0
W,32.0,No,Sydney,No,55.0,7.0,W,15.4,2013-05-21,21.8,10.1,1015.3,20.0,4.0,54.0,0.0,1012.3,9.1,22.0,SW,22.5,3.0
WNW,79.0,No,Sydney,Yes,71.0,8.0,WNW,11.2,2013-05-22,14.5,9.4,1015.0,20.0,2.2,31.0,0.0,1010.1,1.3,17.0,SSW,16.0,6.0
WSW,71.0,Yes,Sydney,Yes,93.0,6.0,SSE,13.4,2013-05-23,16.4,10.6,1013.7,22.0,5.2,48.0,27.2,1012.7,0.7,11.0,SE,17.4,7.0
