WindDir3pm,Temp9amF,Temp3pmF,Date,RainToday,Cloud9am,RainTomorrow,Sunshine,MaxTempF,MinTempF,Rainfall,Location,WindGustDir,Pressure9am,Humidity3pm,Pressure3pm,WindGustSpeed,Cloud3pm,Evaporation,WindSpeed9am,WindSpeed3pm,WindDir9am,Humidity9am
NE,85.1,87.44,2013-01-02,No,1.0,No,12.5,89.78,75.38,0.0,Townsville,ENE,1010.4,58.0,1007.7,39.0,1.0,10.6,9.0,30.0,SE,58.0
ENE,83.84,88.88000000000001,2013-01-03,No,3.0,No,11.9,91.94,73.58,0.0,Townsville,ENE,1010.5,55.0,1008.1,43.0,1.0,8.0,13.0,33.0,ESE,67.0
ENE,86.0,89.41999999999999,2013-01-04,No,3.0,No,11.8,92.3,75.74000000000001,0.4,Townsville,ENE,1011.0,42.0,1008.4,50.0,1.0,10.4,28.0,35.0,ESE,58.0
ENE,84.38000000000001,87.61999999999999,2013-01-05,No,2.0,No,11.9,91.94,74.12,0.0,Townsville,ENE,1011.4,54.0,1009.3,48.0,1.0,12.6,30.0,37.0,ESE,54.0
ENE,84.91999999999999,88.34,2013-01-06,No,1.0,No,11.9,91.22,75.38,0.0,Townsville,E,1012.4,55.0,1009.7,52.0,1.0,13.0,26.0,33.0,E,51.0
ENE,84.74,88.52,2013-01-07,No,3.0,No,10.4,91.4,76.46,0.0,Townsville,ENE,1012.8,48.0,1009.7,50.0,3.0,13.2,31.0,35.0,ESE,56.0
ENE,80.96,86.72,2013-01-08,No,7.0,No,4.9,90.14,75.02,0.0,Townsville,E,1011.1,55.0,1007.4,46.0,7.0,11.4,26.0,28.0,ESE,64.0
NE,82.4,87.8,2013-01-09,No,3.0,No,11.9,90.86,75.02,0.0,Townsville,NNE,1007.1,51.0,1002.6,31.0,1.0,8.0,13.0,17.0,NE,70.0
ENE,85.1,87.61999999999999,2013-01-10,No,2.0,No,11.9,91.4,75.92,0.0,Townsville,ENE,1006.0,66.0,1004.1,37.0,1.0,8.8,17.0,28.0,N,67.0
NE,86.0,89.96000000000001,2013-01-11,No,1.0,No,12.0,92.84,77.36,0.0,Townsville,ENE,1010.1,50.0,1008.0,37.0,1.0,8.6,13.0,24.0,ENE,52.0
ENE,86.53999999999999,88.52,2013-01-12,No,5.0,No,12.4,91.76,79.16,0.0,Townsville,NE,1011.9,61.0,1010.1,37.0,2.0,11.2,20.0,30.0,ENE,66.0
NE,85.46000000000001,89.78,2013-01-13,No,5.0,No,12.1,91.22,79.16,0.0,Townsville,NE,1011.0,49.0,1009.2,35.0,3.0,10.8,17.0,17.0,ENE,61.0
N,84.38000000000001,87.98,2013-01-14,No,3.0,No,12.4,91.94,75.02,0.0,Townsville,N,1009.0,58.0,1006.4,37.0,1.0,8.0,13.0,28.0,NNW,56.0
ENE,85.28,88.16,2013-01-15,No,6.0,No,6.7,92.11999999999999,81.32,0.0,Townsville,ENE,1010.7,52.0,1008.0,39.0,7.0,11.2,20.0,28.0,NNE,62.0
NE,78.98,87.61999999999999,2013-01-16,No,7.0,Yes,4.7,88.34,74.48,0.8,Townsville,ENE,1009.9,57.0,1008.8,46.0,7.0,9.8,17.0,22.0,SE,84.0
ENE,76.28,87.08000000000001,2013-01-17,Yes,7.0,Yes,9.2,87.8,75.2,21.4,Townsville,SE,1011.0,61.0,1007.8,31.0,3.0,9.8,13.0,19.0,ESE,96.0
ENE,84.91999999999999,87.98,2013-01-18,Yes,3.0,No,10.5,90.5,75.02,2.8,Townsville,NE,1009.4,60.0,1006.4,39.0,5.0,5.8,17.0,28.0,ENE,68.0
ENE,85.46000000000001,86.53999999999999,2013-01-19,No,7.0,No,3.5,90.32,78.8,0.0,Townsville,ENE,1007.6,66.0,1005.0,48.0,7.0,8.0,24.0,30.0,E,63.0
E,86.53999999999999,88.52,2013-01-20,No,7.0,Yes,10.3,90.86,77.54,0.8,Townsville,E,1007.2,58.0,1004.0,54.0,5.0,6.8,22.0,39.0,ESE,68.0
ESE,83.84,89.41999999999999,2013-01-21,Yes,7.0,Yes,5.1,92.84,77.54,4.0,Townsville,ESE,1005.9,52.0,1002.2,57.0,7.0,10.2,22.0,30.0,SE,63.0
ESE,83.12,83.84,2013-01-22,Yes,7.0,Yes,0.0,86.9,77.18,1.4,Townsville,ESE,1004.1,65.0,1001.8,63.0,8.0,9.4,31.0,41.0,SE,71.0
SE,76.46,78.8,2013-01-23,Yes,8.0,Yes,0.0,81.5,75.38,70.2,Townsville,NE,1002.0,89.0,999.0,59.0,8.0,,31.0,35.0,SE,96.0
NW,79.7,78.44,2013-01-24,Yes,7.0,Yes,0.0,83.66,76.28,144.2,Townsville,ENE,994.3,95.0,991.6,59.0,8.0,,13.0,19.0,ENE,91.0
W,83.66,92.3,2013-01-25,Yes,7.0,No,5.5,93.56,78.08,11.4,Townsville,WSW,998.3,47.0,995.4,46.0,7.0,4.0,19.0,15.0,W,65.0
N,88.16,92.11999999999999,2013-01-26,No,5.0,No,11.0,92.84,80.42,0.0,Townsville,N,999.6,55.0,995.9,35.0,5.0,7.8,17.0,28.0,W,55.0
NNE,90.14,96.8,2013-01-27,No,7.0,No,12.3,100.94,80.6,0.0,Townsville,WNW,1000.9,49.0,997.2,39.0,7.0,7.0,19.0,13.0,WSW,57.0
NE,90.14,92.3,2013-01-28,No,3.0,No,10.7,95.53999999999999,81.5,0.0,Townsville,ENE,1001.9,70.0,999.7,41.0,4.0,8.2,2.0,22.0,ESE,70.0
ENE,90.68,95.72,2013-01-29,No,6.0,No,12.1,98.78,81.14,0.0,Townsville,ENE,1004.4,49.0,1002.2,33.0,5.0,7.2,7.0,15.0,WSW,58.0
ENE,88.88000000000001,90.68,2013-01-30,No,4.0,No,12.1,93.2,81.32,0.0,Townsville,ENE,1007.4,60.0,1005.6,35.0,5.0,7.8,7.0,26.0,W,69.0
ENE,87.8,89.96000000000001,2013-01-31,No,4.0,Yes,11.6,91.94,80.78,0.0,Townsville,ENE,1009.6,66.0,1007.2,31.0,3.0,8.4,13.0,26.0,ENE,71.0
ENE,85.64,87.26,2013-03-01,Yes,4.0,No,9.4,88.88000000000001,78.25999999999999,3.6,Townsville,ENE,1007.5,70.0,1004.1,31.0,7.0,3.8,9.0,24.0,SE,76.0
NE,86.36,88.88000000000001,2013-03-02,No,7.0,Yes,8.5,90.86,80.06,0.6,Townsville,SE,1004.0,70.0,1000.0,41.0,5.0,5.0,4.0,15.0,SSW,75.0
ENE,82.58,86.9,2013-03-03,Yes,7.0,Yes,4.8,88.16,75.74000000000001,61.2,Townsville,ESE,1002.2,68.0,999.7,28.0,7.0,,9.0,17.0,S,80.0
SE,83.84,86.72,2013-03-04,Yes,7.0,No,7.1,88.7,76.64,1.8,Townsville,E,1003.5,73.0,1000.8,37.0,7.0,5.8,2.0,19.0,SSE,78.0
S,81.5,86.36,2013-03-05,No,7.0,No,1.6,88.16,78.25999999999999,0.0,Townsville,S,1005.7,66.0,1003.2,37.0,7.0,4.4,13.0,30.0,SSW,80.0
SSE,84.02,87.08000000000001,2013-03-06,No,7.0,No,5.6,88.52,78.25999999999999,0.0,Townsville,ESE,1008.4,58.0,1005.8,37.0,7.0,5.8,17.0,19.0,SSE,64.0
ENE,81.68,85.1,2013-03-07,No,6.0,No,9.4,87.44,75.74000000000001,0.0,Townsville,ENE,1010.3,59.0,1007.6,35.0,7.0,6.4,15.0,24.0,ESE,61.0
ESE,81.86,83.48,2013-03-08,No,7.0,No,8.1,87.44,73.04,0.0,Townsville,ESE,1011.8,67.0,1008.9,48.0,7.0,7.0,17.0,19.0,S,59.0
SSE,80.96,80.06,2013-03-09,No,2.0,Yes,5.1,85.46000000000001,72.5,0.2,Townsville,E,1011.1,79.0,1009.4,56.0,7.0,5.4,19.0,13.0,S,63.0
ENE,80.78,85.28,2013-03-10,Yes,1.0,No,9.6,87.8,73.4,3.0,Townsville,SE,1012.0,59.0,1008.7,39.0,5.0,5.6,19.0,26.0,S,64.0
E,81.32,86.72,2013-03-11,No,2.0,No,9.6,88.34,73.22,0.0,Townsville,E,1011.1,53.0,1007.9,44.0,4.0,7.2,20.0,24.0,SSE,59.0
ENE,80.42,85.64,2013-03-12,No,1.0,No,10.7,87.44,71.24000000000001,0.0,Townsville,ESE,1010.7,55.0,1007.0,44.0,4.0,7.6,17.0,28.0,SSE,57.0
ENE,79.34,82.94,2013-03-13,No,6.0,No,10.0,86.9,71.96,0.0,Townsville,NE,1008.9,59.0,1005.1,41.0,4.0,10.2,11.0,31.0,SE,58.0
ENE,81.14,85.46000000000001,2013-03-14,No,4.0,No,9.5,86.9,70.7,0.0,Townsville,NE,1008.4,54.0,1005.2,35.0,6.0,7.8,19.0,22.0,SSE,56.0
ENE,81.32,87.26,2013-03-15,No,7.0,No,10.8,90.32,68.72,0.0,Townsville,ENE,1011.7,42.0,1008.8,39.0,4.0,7.0,11.0,28.0,WSW,55.0
NE,82.75999999999999,85.82,2013-03-16,No,6.0,No,10.7,89.06,69.62,0.0,Townsville,ENE,1013.2,58.0,1009.8,35.0,3.0,9.2,13.0,28.0,SE,56.0
NE,80.78,89.78,2013-03-17,No,4.0,No,11.2,92.48,69.08,0.0,Townsville,NE,1011.4,45.0,1007.8,30.0,4.0,8.0,9.0,17.0,W,66.0
NE,84.2,92.84,2013-03-18,No,4.0,No,9.7,94.46000000000001,71.24000000000001,0.0,Townsville,ENE,1010.5,43.0,1007.1,30.0,5.0,6.8,6.0,19.0,NNW,57.0
NE,81.5,89.24,2013-03-19,No,6.0,No,9.3,91.03999999999999,73.4,0.0,Townsville,SW,1012.6,51.0,1008.5,31.0,5.0,8.0,11.0,17.0,SSW,62.0
SW,80.78,76.64,2013-03-20,No,6.0,Yes,2.3,83.84,74.84,0.0,Townsville,SW,1012.8,86.0,1009.7,43.0,8.0,7.4,30.0,20.0,SSW,60.0
E,81.32,80.78,2013-03-21,Yes,5.0,Yes,5.4,86.9,73.94,21.8,Townsville,ENE,1013.1,88.0,1010.6,41.0,6.0,7.2,20.0,20.0,ESE,84.0
ESE,82.58,87.98,2013-03-22,Yes,7.0,Yes,7.7,89.96000000000001,77.0,5.2,Townsville,ESE,1014.9,61.0,1011.9,52.0,6.0,3.6,20.0,31.0,SE,74.0
E,82.4,86.36,2013-03-23,Yes,7.0,No,10.7,87.98,77.18,7.2,Townsville,E,1016.0,67.0,1012.5,48.0,5.0,5.4,28.0,31.0,SE,77.0
ENE,81.86,86.53999999999999,2013-03-24,No,6.0,No,9.0,87.44,74.48,0.0,Townsville,ENE,1015.4,61.0,1011.9,39.0,3.0,7.2,13.0,30.0,SE,68.0
ENE,80.78,84.91999999999999,2013-03-25,No,6.0,No,11.2,87.61999999999999,71.96,0.0,Townsville,ENE,1014.3,60.0,1011.2,41.0,3.0,6.8,19.0,30.0,SE,72.0
ENE,80.78,86.18,2013-03-26,No,5.0,No,9.0,87.08000000000001,72.5,0.0,Townsville,ENE,1014.3,60.0,1011.3,39.0,7.0,8.0,15.0,26.0,SE,69.0
ENE,80.78,84.02,2013-03-27,No,7.0,No,8.0,87.61999999999999,72.86,0.0,Townsville,ENE,1014.7,55.0,1011.4,44.0,5.0,8.0,17.0,35.0,SE,65.0
E,81.86,85.28,2013-03-28,No,2.0,No,8.7,87.61999999999999,70.88,0.0,Townsville,E,1015.1,58.0,1011.7,43.0,2.0,7.6,17.0,31.0,SE,65.0
ENE,80.06,84.56,2013-03-29,No,1.0,No,10.6,87.44,70.34,0.0,Townsville,ENE,1014.3,57.0,1011.1,39.0,1.0,7.8,13.0,30.0,ESE,62.0
ENE,80.78,85.1,2013-03-30,No,1.0,No,7.7,86.72,69.62,0.0,Townsville,ENE,1014.1,55.0,1011.3,41.0,7.0,7.6,19.0,24.0,SE,66.0
NE,80.6,83.48,2013-03-31,No,1.0,No,10.6,86.53999999999999,67.46,0.0,Townsville,NE,1013.9,62.0,1011.1,30.0,6.0,6.0,4.0,20.0,ESE,61.0
ENE,82.94,85.64,2013-04-01,No,4.0,No,10.8,87.26,71.6,0.0,Townsville,NE,1014.3,54.0,1011.4,28.0,1.0,7.0,9.0,17.0,NE,65.0
NNE,82.75999999999999,86.0,2013-04-02,No,6.0,No,10.8,87.98,74.3,0.0,Townsville,NE,1013.9,58.0,1011.0,24.0,2.0,6.4,7.0,15.0,S,67.0
E,78.08,81.86,2013-04-03,No,7.0,No,0.7,86.53999999999999,74.48,0.0,Townsville,E,1015.1,69.0,1012.2,35.0,7.0,7.4,6.0,20.0,WNW,81.0
E,81.14,83.84,2013-04-04,No,5.0,No,9.5,88.34,73.04,0.0,Townsville,E,1017.1,57.0,1014.5,52.0,5.0,6.0,19.0,31.0,SSE,60.0
E,79.88,84.74,2013-04-05,No,5.0,No,8.6,88.16,70.34,0.0,Townsville,ENE,1018.1,51.0,1014.1,52.0,2.0,9.4,20.0,35.0,SSE,57.0
ESE,77.18,86.0,2013-04-06,No,6.0,No,6.4,87.98,70.88,0.0,Townsville,ESE,1016.3,50.0,1012.2,44.0,7.0,9.4,19.0,19.0,SSE,60.0
SSE,78.44,81.14,2013-04-07,No,6.0,No,1.5,83.66,71.42,0.0,Townsville,SE,1015.1,59.0,1012.3,43.0,8.0,7.4,13.0,17.0,SSE,63.0
SSE,79.88,81.86,2013-04-08,No,3.0,No,3.7,86.0,71.24000000000001,0.0,Townsville,SE,1015.9,58.0,1013.1,46.0,7.0,5.2,17.0,20.0,SE,57.0
ESE,78.98,80.78,2013-04-09,No,6.0,Yes,0.5,85.82,74.84,0.0,Townsville,ESE,1015.5,66.0,1012.3,50.0,8.0,6.8,20.0,26.0,SE,63.0
SSE,73.04,72.14,2013-04-10,Yes,8.0,Yes,0.0,74.48,71.24000000000001,3.6,Townsville,SSE,1012.1,94.0,1009.0,48.0,8.0,6.0,17.0,15.0,SSE,90.0
SSE,70.88,73.4,2013-04-11,Yes,8.0,Yes,0.0,73.58,66.74000000000001,22.2,Townsville,ESE,1010.7,86.0,1008.3,48.0,8.0,4.0,15.0,11.0,SSE,88.0
SSE,72.5,82.04,2013-04-12,Yes,7.0,No,3.5,82.58,69.62,22.6,Townsville,S,1010.5,61.0,1008.4,46.0,6.0,0.4,17.0,20.0,SSW,87.0
E,75.56,82.75999999999999,2013-04-13,No,7.0,No,7.0,84.56,71.78,0.0,Townsville,S,1011.9,62.0,1008.7,37.0,6.0,4.0,20.0,17.0,SSW,67.0
ENE,79.52,81.68,2013-04-14,No,4.0,No,10.3,84.38000000000001,68.9,0.0,Townsville,ENE,1012.7,70.0,1009.4,31.0,3.0,5.2,4.0,26.0,S,68.0
ENE,79.34,80.96,2013-04-15,No,1.0,No,8.5,84.2,69.8,0.0,Townsville,ENE,1011.3,72.0,1008.0,30.0,3.0,5.2,13.0,24.0,SE,74.0
NE,77.54,82.4,2013-04-16,No,7.0,No,8.7,86.9,73.75999999999999,0.4,Townsville,ENE,1012.6,67.0,1009.4,28.0,6.0,6.4,11.0,20.0,WNW,77.0
NE,79.16,83.3,2013-04-17,No,5.0,No,10.5,84.91999999999999,71.06,0.0,Townsville,ENE,1014.2,68.0,1010.4,26.0,,3.2,9.0,19.0,ESE,79.0
ENE,80.6,84.2,2013-04-18,No,5.0,No,10.9,85.1,70.52,0.0,Townsville,NE,1015.1,63.0,1011.7,30.0,1.0,7.6,0.0,19.0,,76.0
NE,80.42,83.84,2013-04-19,No,3.0,No,11.0,85.1,69.25999999999999,0.0,Townsville,NNE,1014.1,59.0,1010.7,24.0,1.0,5.6,6.0,13.0,NE,71.0
ENE,78.44,81.68,2013-04-20,No,3.0,No,9.9,85.46000000000001,71.24000000000001,0.0,Townsville,ENE,1011.8,69.0,1008.4,30.0,4.0,4.6,2.0,22.0,N,78.0
ENE,81.14,85.1,2013-04-21,No,2.0,No,10.8,86.18,72.86,0.0,Townsville,NE,1011.9,65.0,1009.0,30.0,2.0,4.6,7.0,19.0,WNW,70.0
NE,82.22,84.2,2013-04-22,No,2.0,No,11.0,86.53999999999999,75.92,0.0,Townsville,ENE,1013.8,63.0,1011.1,30.0,1.0,6.6,13.0,20.0,ENE,69.0
NE,81.32,84.74,2013-04-23,No,3.0,No,11.0,86.36,69.44,0.0,Townsville,NNW,1015.6,54.0,1012.5,26.0,1.0,6.0,6.0,15.0,WNW,76.0
N,79.34,83.3,2013-04-24,No,6.0,No,9.9,85.64,72.14,0.0,Townsville,ENE,1017.0,62.0,1013.2,30.0,2.0,4.2,6.0,13.0,S,79.0
NE,80.06,84.2,2013-04-25,No,4.0,No,10.0,86.18,69.44,0.0,Townsville,NE,1017.6,56.0,1014.8,28.0,2.0,4.6,7.0,17.0,ESE,76.0
E,80.42,84.38000000000001,2013-04-26,No,6.0,No,9.3,86.72,68.18,0.0,Townsville,ESE,1018.2,45.0,1015.7,48.0,,6.2,19.0,31.0,SE,65.0
ENE,77.54,82.4,2013-04-27,No,7.0,No,9.2,85.82,67.28,0.0,Townsville,E,1017.8,56.0,1014.3,43.0,7.0,9.0,17.0,24.0,S,56.0
E,78.25999999999999,83.66,2013-04-28,No,4.0,No,9.0,86.0,66.2,0.0,Townsville,SE,1017.8,48.0,1014.1,39.0,6.0,6.8,15.0,20.0,S,53.0
ENE,78.98,86.36,2013-04-29,No,4.0,No,9.1,87.26,65.84,0.0,Townsville,SE,1017.7,48.0,1014.6,37.0,5.0,5.8,20.0,28.0,SSE,56.0
E,78.62,84.38000000000001,2013-04-30,No,6.0,No,7.8,86.0,69.25999999999999,0.0,Townsville,E,1017.6,57.0,1014.6,44.0,7.0,7.4,11.0,28.0,SE,62.0
E,77.0,84.02,2013-05-01,No,7.0,No,8.5,86.0,72.5,0.2,Townsville,E,1016.2,53.0,1012.9,52.0,5.0,5.2,19.0,30.0,SE,78.0
ENE,80.06,82.58,2013-05-02,No,3.0,No,9.5,86.18,67.46,0.0,Townsville,ESE,1016.7,57.0,1013.7,39.0,5.0,7.2,11.0,28.0,SE,60.0
ENE,79.52,82.4,2013-05-03,No,1.0,No,11.1,85.46000000000001,66.56,0.0,Townsville,E,1018.8,54.0,1015.6,44.0,3.0,7.2,13.0,31.0,ESE,58.0
ENE,79.88,83.3,2013-05-04,No,6.0,No,10.6,84.74,66.92,0.0,Townsville,ESE,1020.4,50.0,1016.5,43.0,2.0,7.4,17.0,30.0,SE,60.0
ENE,75.38,80.6,2013-05-05,No,2.0,No,9.6,83.84,61.7,0.0,Townsville,NE,1018.6,46.0,1014.5,37.0,7.0,7.4,17.0,30.0,SSE,52.0
E,75.74000000000001,80.78,2013-05-06,No,2.0,No,8.2,84.38000000000001,59.9,0.0,Townsville,ENE,1017.5,52.0,1013.5,46.0,,8.0,9.0,31.0,WNW,56.0
ESE,67.46,73.94,2013-05-07,No,8.0,Yes,0.3,75.74000000000001,63.14,0.6,Townsville,SSE,1017.8,74.0,1015.2,41.0,8.0,7.2,20.0,13.0,SSE,97.0
ESE,75.2,79.7,2013-05-08,Yes,7.0,Yes,1.3,81.68,66.56,9.2,Townsville,E,1019.1,61.0,1016.2,41.0,7.0,2.0,20.0,30.0,SSE,64.0
ESE,74.84,77.54,2013-05-09,Yes,7.0,No,1.2,80.6,70.52,1.2,Townsville,SE,1020.3,62.0,1017.7,54.0,7.0,7.0,20.0,33.0,SSE,78.0
E,73.04,78.8,2013-05-10,No,7.0,No,2.0,81.5,66.92,0.0,Townsville,E,1019.3,62.0,1016.3,43.0,7.0,5.4,13.0,22.0,SSE,70.0
ESE,76.46,81.32,2013-05-11,No,3.0,No,10.5,84.91999999999999,66.74000000000001,0.0,Townsville,E,1019.2,55.0,1015.9,52.0,2.0,4.0,20.0,30.0,SSE,60.0
E,76.1,80.24000000000001,2013-05-12,No,3.0,No,10.7,82.94,62.959999999999994,0.0,Townsville,E,1018.9,56.0,1016.3,48.0,2.0,6.8,13.0,30.0,SSE,65.0
ENE,75.56,80.42,2013-05-13,No,7.0,No,8.4,82.75999999999999,63.14,0.0,Townsville,ENE,1017.3,66.0,1013.8,39.0,2.0,6.4,17.0,24.0,SSE,71.0
NE,77.0,80.06,2013-05-14,No,4.0,No,6.2,84.02,66.74000000000001,0.2,Townsville,NE,1014.5,60.0,1010.9,22.0,6.0,7.4,6.0,13.0,ESE,73.0
ENE,76.64,79.34,2013-05-15,No,7.0,No,3.6,81.86,71.06,0.0,Townsville,ENE,1014.9,70.0,1011.9,24.0,7.0,3.2,15.0,17.0,SW,69.0
N,76.82,79.34,2013-05-16,No,7.0,Yes,6.1,85.1,72.14,0.4,Townsville,S,1014.6,76.0,1011.5,44.0,7.0,1.6,0.0,15.0,,86.0
S,66.38,76.1,2013-05-17,Yes,7.0,No,0.8,77.0,64.04,10.4,Townsville,S,1018.6,47.0,1014.7,33.0,7.0,4.8,13.0,7.0,SSW,73.0
NE,73.94,75.74000000000001,2013-05-18,No,7.0,Yes,0.8,80.42,66.38,0.0,Townsville,E,1017.4,68.0,1014.6,22.0,8.0,5.2,13.0,13.0,SE,71.0
E,72.68,77.72,2013-05-19,Yes,7.0,No,1.1,78.44,68.72,2.0,Townsville,E,1018.5,56.0,1015.2,26.0,7.0,1.2,9.0,19.0,E,82.0
E,75.74000000000001,78.44,2013-05-20,No,3.0,No,5.1,80.96,64.22,0.0,Townsville,ENE,1017.8,62.0,1014.7,33.0,7.0,4.0,15.0,20.0,ESE,67.0
E,75.38,76.46,2013-05-21,No,7.0,No,1.4,79.52,72.68,0.0,Townsville,E,1017.5,73.0,1013.2,37.0,7.0,4.0,22.0,17.0,ESE,75.0
N,77.9,79.7,2013-05-22,No,7.0,Yes,2.2,83.12,74.12,0.0,Townsville,NNE,1013.6,74.0,1009.9,33.0,7.0,4.0,11.0,20.0,NNE,74.0
SW,71.6,78.62,2013-05-23,Yes,7.0,No,2.5,79.34,69.98,3.8,Townsville,SW,1013.5,53.0,1010.0,33.0,7.0,5.8,11.0,13.0,SSW,76.0
SSW,66.2,76.28,2013-05-24,No,4.0,No,10.4,76.64,63.68,0.0,Townsville,SSW,1017.1,28.0,1013.8,50.0,3.0,6.0,35.0,26.0,SSW,49.0
ENE,67.82,75.02,2013-05-25,No,1.0,No,10.8,75.92,57.02,0.0,Townsville,SSE,1020.1,38.0,1016.2,30.0,1.0,5.2,20.0,13.0,S,46.0
ESE,70.7,78.98,2013-05-26,No,2.0,No,10.5,80.42,52.16,0.0,Townsville,SE,1020.5,43.0,1016.9,39.0,4.0,5.0,7.0,22.0,S,44.0
E,71.06,78.44,2013-05-27,No,4.0,No,9.7,80.96,58.459999999999994,0.0,Townsville,E,1021.0,47.0,1018.7,50.0,5.0,6.0,13.0,22.0,SSW,48.0
ESE,71.6,76.82,2013-05-28,No,7.0,No,3.8,78.98,60.62,0.0,Townsville,SE,1020.8,60.0,1018.4,50.0,7.0,8.0,19.0,22.0,SSE,66.0
ESE,73.75999999999999,81.14,2013-05-29,No,1.0,No,9.6,83.84,63.86,0.8,Townsville,E,1020.3,49.0,1017.4,43.0,5.0,3.2,15.0,24.0,SSE,63.0
ESE,74.84,79.7,2013-05-30,No,6.0,No,7.0,81.68,69.08,0.0,Townsville,ESE,1019.6,59.0,1017.4,44.0,4.0,5.8,20.0,30.0,SSE,70.0
ESE,75.74000000000001,77.9,2013-05-31,No,4.0,No,8.0,82.04,61.16,0.2,Townsville,ESE,1020.2,60.0,1017.8,54.0,5.0,4.4,17.0,31.0,SE,62.0
ENE,70.88,78.98,2013-06-01,No,6.0,No,8.4,81.86,62.24,0.2,Townsville,ENE,1019.3,52.0,1015.3,41.0,2.0,6.6,19.0,28.0,S,82.0
NE,72.32,79.34,2013-06-02,No,3.0,No,10.4,82.58,57.74,0.0,Townsville,E,1015.8,55.0,1012.0,33.0,4.0,7.6,11.0,19.0,SW,67.0
ENE,72.32,78.98,2013-06-03,No,2.0,No,10.5,85.1,58.82,0.0,Townsville,S,1014.5,58.0,1012.7,39.0,4.0,3.8,28.0,20.0,SSW,55.0
E,71.42,77.18,2013-06-04,No,3.0,No,9.3,79.34,58.64,0.0,Townsville,ESE,1020.4,45.0,1017.9,44.0,2.0,5.0,17.0,28.0,SSE,49.0
E,69.44,79.34,2013-06-05,No,7.0,No,5.0,81.5,60.08,0.0,Townsville,ESE,1021.0,49.0,1017.9,46.0,5.0,5.4,11.0,31.0,SW,67.0
E,73.4,78.44,2013-06-06,No,3.0,No,6.8,81.68,64.22,0.0,Townsville,E,1020.4,57.0,1018.0,46.0,6.0,6.4,0.0,26.0,,72.0
ENE,74.3,79.16,2013-06-07,No,6.0,No,7.7,82.75999999999999,65.48,0.0,Townsville,SSE,1021.1,54.0,1017.5,39.0,6.0,8.0,22.0,30.0,SSE,62.0
ESE,73.22,78.62,2013-06-08,No,6.0,No,8.0,82.75999999999999,64.22,0.0,Townsville,ESE,1020.0,54.0,1016.9,44.0,5.0,5.0,13.0,28.0,SSE,63.0
E,71.78,77.0,2013-06-09,No,7.0,No,4.9,81.32,65.66,0.0,Townsville,ESE,1018.4,64.0,1014.9,50.0,7.0,6.0,19.0,28.0,SSE,74.0
SE,73.04,77.72,2013-06-10,No,7.0,No,1.0,81.86,67.82,0.0,Townsville,ESE,1017.0,58.0,1014.1,39.0,7.0,5.0,17.0,20.0,SSE,68.0
SE,73.94,77.54,2013-06-11,No,6.0,No,2.9,82.04,62.6,0.0,Townsville,E,1015.8,67.0,1013.4,37.0,7.0,6.8,13.0,17.0,ESE,68.0
ENE,73.75999999999999,79.7,2013-06-12,No,7.0,No,6.8,82.75999999999999,68.72,1.0,Townsville,ENE,1014.7,65.0,1011.4,30.0,3.0,4.0,7.0,20.0,SE,82.0
NE,72.5,80.6,2013-06-13,No,6.0,No,8.7,82.94,63.32,0.0,Townsville,NE,1013.7,62.0,1010.0,24.0,5.0,4.0,0.0,17.0,,83.0
ENE,75.2,82.75999999999999,2013-06-14,No,1.0,No,10.0,85.46000000000001,62.42,0.0,Townsville,SW,1012.5,52.0,1009.4,28.0,1.0,4.0,4.0,13.0,SSW,66.0
SSE,68.72,78.25999999999999,2013-06-15,No,1.0,No,10.3,79.88,63.5,0.0,Townsville,SSW,1016.5,25.0,1012.6,39.0,2.0,8.8,26.0,19.0,SSW,33.0
NE,68.18,74.66,2013-06-16,No,6.0,No,10.4,76.46,51.8,0.0,Townsville,NE,1016.3,34.0,1011.7,30.0,5.0,6.6,6.0,17.0,SW,41.0
ENE,68.72,75.38,2013-06-17,No,1.0,No,10.5,77.72,53.96,0.0,Townsville,NE,1013.7,59.0,1010.3,31.0,1.0,3.8,0.0,19.0,,64.0
ESE,71.06,78.8,2013-06-18,No,4.0,No,10.6,82.22,57.74,0.0,Townsville,SW,1015.0,30.0,1011.6,30.0,1.0,2.6,13.0,9.0,SSW,32.0
NE,69.98,75.74000000000001,2013-06-19,No,2.0,No,10.0,78.98,50.54,0.0,Townsville,ENE,1017.3,45.0,1014.3,33.0,2.0,5.6,0.0,22.0,,32.0
ENE,71.24000000000001,71.6,2013-06-20,No,6.0,No,2.0,73.4,59.36,0.0,Townsville,SE,1018.4,57.0,1015.8,30.0,7.0,7.0,13.0,17.0,SSE,59.0
SSE,66.74000000000001,71.24000000000001,2013-06-21,No,7.0,No,0.6,73.58,62.6,0.0,Townsville,NE,1019.4,31.0,1016.4,20.0,8.0,3.4,0.0,6.0,,56.0
NE,67.46,73.04,2013-06-22,No,6.0,No,8.1,76.1,59.72,0.0,Townsville,NE,1019.8,41.0,1016.8,31.0,2.0,2.6,9.0,24.0,S,37.0
ENE,67.64,74.48,2013-06-23,No,1.0,No,10.4,76.82,53.24,0.0,Townsville,ENE,1021.9,50.0,1018.5,37.0,2.0,4.6,13.0,30.0,SSE,58.0
